region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        Ростовская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7967527.3,9834713.3,14854125.9,22381402.77,12133110.5,13623060.8,17363655.6,18613643.2,17582306.9,20699548.6,24022667.4,21227860.7
        Ростовская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,163169757.0,191211576.8,254965363.7,335426214.2,262304480.5,351698820.6,436741881.0,489847673.1,509011888.6,518994909.8,643735263.0,718359623.5
        Ростовская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",34726049.5,42560934.5,40601254.8,51113841.7,55710727.85,67566721.2,87967181.4,85751211.1,98613981.9,108396277.2,120470955.1,141823407.8
        Город федерального значения Севастополь,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,,,,,15967.8,483196.0,874018.0
        Город федерального значения Севастополь,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,,,,3742685.3,11815218.2,13971571.2
        Город федерального значения Севастополь,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,,,,,729166.0,5805265.9,7158744.8
    Северо-Кавказский федеральный округ,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,8686393.11,10606629.7,14556128.66,15434396.6,14007438.23,15357013.3,16974045.4,19251612.83,20336860.36,21757427.79,21712351.1,23038526.27
    Северо-Кавказский федеральный округ,    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,7213954.5,8425199.3,11650416.9,12145450.7,11071806.5,11928730.3,13596171.3,15014019.6,16142982.1,17028954.9,16536602.3,17272311.0
    Северо-Кавказский федеральный округ,"        Добыча каменного угля,бурого угля и торфа",,,,,0.0,0.0,0.0,0.0,8248.0,0.0,557.0,0.0
    Северо-Кавказский федеральный округ,        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,7213954.5,8425199.3,11650416.9,12145450.7,11071806.5,11928730.3,13596171.3,15014019.6,16134734.1,17028954.9,16536045.3,17272311.0
    Северо-Кавказский федеральный округ,        Добыча урановой и ториевой руд,,,,,,0.0,,,,,,
    Северо-Кавказский федеральный округ,"    Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ",1472438.61,2181430.4,2905711.76,3288945.9,2935631.73,3428282.0,3377874.1,4237593.23,4193878.26,4728472.89,5175748.8,5766215.27
    Северо-Кавказский федеральный округ,        Добыча металлических руд,316120.0,603644.1,633229.5,709456.2,695612.0,960479.6,964078.9,1106797.8,1266712.5,1294940.0,1816559.0,1936577.0
    Северо-Кавказский федеральный округ,        Добыча прочих полезных ископаемых,1156318.61,1577786.3,2272482.26,2579489.7,2240019.73,2467802.4,2413795.2,3130795.43,2927165.76,3433532.89,3359189.8,3829638.27
    Северо-Кавказский федеральный округ,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,91705772.11,105975742.0,138445047.4,169845164.0,175009851.2,212854250.83,255379283.42,279382209.16,293913789.5,299216194.15,379302912.4,392781841.78
    Северо-Кавказский федеральный округ,"    Подраздел DA ПРОИЗВОДСТВО ПИЩЕВЫХ ПРОДУКТОВ, ВКЛЮЧАЯ НАПИТКИ, И ТАБАКА",31956894.66,39277006.22,50382298.7,62607282.56,69596490.02,78220846.5,93001726.4,114332590.22,105430138.82,117591067.11,146151465.1,153154073.58
    Северо-Кавказский федеральный округ,"        Производство пищевых продуктов, включая напитки",31956283.66,39276774.22,50382298.7,62607282.56,69596490.02,78220846.5,93001726.4,114332590.22,105430138.82,117569300.71,146146832.1,153126256.78
    Северо-Кавказский федеральный округ,        Производство табачных изделий,,,,,0.0,0.0,0.0,0.0,0.0,21766.4,4633.0,27816.8
    Северо-Кавказский федеральный округ,    Подраздел DB ТЕКСТИЛЬНОЕ И ШВЕЙНОЕ ПРОИЗВОДСТВО,1181855.05,1468684.99,2504417.8,3132863.0,3476605.88,2778389.83,2853783.5,3080847.66,4042154.52,3324833.44,4782873.3,4624950.21
    Северо-Кавказский федеральный округ,        Текстильное производство,592533.58,540844.93,949348.68,1319706.42,1696817.18,789861.9,665368.0,979227.63,1741814.94,1056390.11,1645347.2,1674849.0
    Северо-Кавказский федеральный округ,        Производство одежды; выделка и крашение меха,589321.47,927840.06,1555069.12,1813156.58,1779788.7,1988526.93,2188415.5,2101620.03,2300339.58,2268443.33,3137526.1,2950101.21
    Северо-Кавказский федеральный округ,"    Подраздел DC ПРОИЗВОДСТВО КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ И ПРОИЗВОДСТВО ОБУВИ",196156.54,212210.92,348056.08,329301.98,381337.6,216843.5,451194.5,575792.34,488718.35,633276.63,414376.8,670881.0
    Северо-Кавказский федеральный округ,"        Производство кожи, изделий из кожи и производство обуви",196156.54,212210.9,348056.08,329301.98,381337.6,216843.5,451194.5,575792.34,488718.35,633276.63,414376.8,670881.0
    Северо-Кавказский федеральный округ,    Подраздел DD ОБРАБОТКА ДРЕВЕСИНЫ И ПРОИЗВОДСТВО ИЗДЕЛИЙ  ИЗ ДЕРЕВА,541648.2,376806.1,429486.34,532345.26,495645.1,429146.3,295577.4,659326.93,628101.31,690046.01,1439826.1,1404016.6
    Северо-Кавказский федеральный округ,"        Обработка древесины и производство изделий из дерева и пробки, кроме мебели",541648.2,376805.8,429486.36,532345.26,495645.1,429146.3,295577.4,659326.93,628101.31,690046.01,1439826.1,1404016.6
    Северо-Кавказский федеральный округ,    Подраздел DE ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ПРОИЗВОДСТВО;  ИЗДАТЕЛЬСКАЯ И ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,1603611.02,2081781.2,3792709.59,3843475.35,4769252.27,3854052.1,4377687.32,4645696.98,4721948.57,5542132.94,6589428.2,6248008.87
    Северо-Кавказский федеральный округ,"        Производство целлюлозы, древесной массы, бумаги, картона и изделий из них",542696.08,658514.51,1082142.22,1056481.72,1391227.8,1862737.0,2152554.1,2189575.43,2114537.8,2247643.45,2486353.4,1988466.53
    Северо-Кавказский федеральный округ,"        Издательская и полиграфическая деятельность, тиражирование записанных носителей информации",1060914.94,1423266.69,2710567.37,2786993.63,3378024.47,1991315.1,2225133.22,2456121.55,2607410.77,3294489.49,4103074.8,4259542.34
    Северо-Кавказский федеральный округ,    Подраздел DG ХИМИЧЕСКОЕ ПРОИЗВОДСТВО,19115586.54,18152959.74,24669941.98,35640101.82,38560517.23,53125696.8,65065186.1,51529792.0,67825420.01,52954952.42,92784930.5,98555302.95
    Северо-Кавказский федеральный округ,        Химическое производство,19115586.54,18152959.74,24669942.38,35640101.82,38560517.23,53125696.8,65065186.1,51529792.0,67825420.01,52954952.42,92784930.5,98555302.95
    Северо-Кавказский федеральный округ,    Подраздел DH ПРОИЗВОДСТВО РЕЗИНОВЫХ И ПЛАСТМАССОВЫХ ИЗДЕЛИЙ,1515371.59,2369692.23,3215532.94,4983632.04,5496820.4,5687436.1,6605472.2,8370158.85,10776309.15,11307517.09,11632820.9,13074282.17
    Северо-Кавказский федеральный округ,        Производство резиновых и пластмассовых изделий,1515371.59,2369692.7,3215532.93,4983632.04,5496820.4,5687436.1,6605472.2,8370158.85,10776309.15,11307517.09,11632820.9,13074282.17
    Северо-Кавказский федеральный округ,    Подраздел DI ПРОИЗВОДСТВО ПРОЧИХ НЕМЕТАЛЛИЧЕСКИХ МИНЕРАЛЬНЫХ ПРОДУКТОВ,9134250.85,9497402.84,14199401.64,16612890.64,14427381.81,18169528.1,20224425.0,23804349.45,25879737.65,30397748.52,31375434.8,29959363.02
    Северо-Кавказский федеральный округ,        Производство прочих неметаллических минеральных продуктов,9134250.85,9497402.63,14199401.69,16612890.64,14427381.81,18169528.1,20224425.0,23804349.45,25879737.65,30397748.52,31375434.8,29959363.02
    Северо-Кавказский федеральный округ,    Подраздел DJ МЕТАЛЛУРГИЧЕСКОЕ ПРОИЗВОДСТВО И  ПРОИЗВОДСТВО ГОТОВЫХ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ,6512688.25,10969692.3,13059847.08,11937409.17,9090192.24,12948506.9,13764610.3,12895731.34,15102264.48,19198493.28,20062666.4,18676416.4
    Северо-Кавказский федеральный округ,        Металлургическое производство,4884875.5,8753051.4,9660152.85,8190148.5,5439877.65,7774619.9,7734340.0,7441890.6,9078877.2,13225566.76,12597052.7,11838631.7
    Северо-Кавказский федеральный округ,        Производство готовых металлических изделий,1627812.75,2216640.9,3399694.23,3747260.67,3650314.59,5173887.0,6030270.3,5453840.74,6023387.28,5972926.52,7465613.7,6837784.7
    Северо-Кавказский федеральный округ,"    Подраздел DL ПРОИЗВОДСТВО ЭЛЕКТРООБОРУДОВАНИЯ,  ЭЛЕКТРОННОГО И ОПТИЧЕСКОГО ОБОРУДОВАНИЯ",6716035.85,9836092.37,11553650.37,12628065.4,13609166.44,16899419.7,20137485.4,22905278.31,19346168.9,25578904.53,32301978.8,29976755.7
    Северо-Кавказский федеральный округ,        Производство офисного оборудования и вычислительной техники,18553.0,18449.4,12225.6,58595.8,165283.2,55392.0,18981.2,59097.7,131755.2,106359.5,73750.8,32200.0
    Северо-Кавказский федеральный округ,        Производство электрических машин и электрооборудования,3544208.0,5756804.65,7015628.43,7920948.73,5695693.29,9150427.1,12478873.0,13274003.68,10998229.3,16246419.43,19035932.8,15945041.7
    Северо-Кавказский федеральный округ,"        Производство электронных компонентов, аппаратуры для радио, телевидения и связи",903760.3,915238.88,928864.84,1423367.5,2076382.7,3027150.1,2508445.7,1754946.3,1360308.1,1548121.8,1994261.2,1965563.3
    Северо-Кавказский федеральный округ,"        Производство медицинских изделий; средств измерений, контроля, управления и испытаний; оптических приборов, фото- и кинооборудования; часов",1983335.35,3144192.74,3589484.6,3225153.37,5671807.25,4666450.5,5131185.5,7817230.63,6855876.3,7678003.8,11198034.0,12033950.7
    Северо-Кавказский федеральный округ,    Подраздел DM ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И  ОБОРУДОВАНИЯ,3062723.8,3812549.8,5726860.5,6893157.11,5115854.33,8341956.7,13610943.8,20281869.26,23446818.51,15755284.57,14511301.8,17182509.8
    Северо-Кавказский федеральный округ,"        Производство автомобилей, прицепов и полуприцепов",2074448.9,2802709.0,4243773.3,5363246.11,3124798.4,6147290.4,11021792.1,17619554.26,20882103.71,12478686.77,10038614.2,11779167.0
    Северо-Кавказский федеральный округ,"        Производство судов, летательных и космических аппаратов и прочих транспортных средств",988274.9,1009840.8,1483087.2,1529911.0,1991055.93,2194665.3,2589151.7,2662315.0,2564714.8,3276597.8,4472687.6,5403342.8
    Северо-Кавказский федеральный округ,                Строительство и ремонт судов,,,,,,69690.0,,,,,,
    Северо-Кавказский федеральный округ,    Подраздел DN ПРОЧИЕ ПРОИЗВОДСТВА,3147212.35,2465023.11,2559677.02,4345808.88,3926014.63,5310877.6,6998720.8,8838642.54,6481108.1,6537759.72,7286093.8,5438019.04
    Северо-Кавказский федеральный округ,"        Производство мебели и прочей продукции, не включенной в другие группировки",736148.8,1523400.78,2136024.04,2833090.86,3648771.43,2657628.9,4967957.7,7068749.24,4693878.9,4170037.62,4794149.8,3964165.84
    Северо-Кавказский федеральный округ,        Обработка вторичного сырья,2411063.55,941622.33,423652.97,1512718.02,277243.2,2653247.7,2030763.1,1769893.3,1787229.2,2367722.1,2491944.0,1473853.2
    Северо-Кавказский федеральный округ,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",50922113.0,49188783.24,51335962.13,66122567.75,77716274.43,88777633.1,103048237.2,101619538.5,110891816.35,121131933.77,123815070.9,136517534.39
    Северо-Кавказский федеральный округ,"Добыча и обогащение прочих полезных ископаемых, не включенных в другие группировки",,,,,,24632.0,,,,,,
    Северо-Кавказский федеральный округ,Добыча и обогащение руд прочих цветных металлов,,,,,,309567.4,,,,,,
    Северо-Кавказский федеральный округ,"Добыча полезных ископаемых; обрабатывающие производства; производство и распределение электроэнергии, газа и воды",151314278.2,165771155.0,204337138.1,251402128.3,,316988897.23,375401566.0,400253360.5,,,,
    Северо-Кавказский федеральный округ,"Продукция прочих материалов и веществ, не включенных в другие группировки",,,,,,380478.2,567753.5,29240.0,,,,
    Северо-Кавказский федеральный округ,Производство кокса и нефтепродуктов,2940482.36,2626337.28,2424782.0,1548178.9,1523966.4,2361259.6,2592364.6,2269632.4,3014601.9,3347211.8,1680375.4,4870791.2
    Северо-Кавказский федеральный округ,Производство машин и оборудования (без производства оружия и боеприпасов),2300816.55,2465230.7,3208827.2,3812789.87,3243110.29,4129816.9,4832352.6,5163260.88,5050408.23,6167393.79,7882761.5,7112908.84
    Северо-Кавказский федеральный округ,"Производство, передача и распределение электроэнергии, газа, пара и горячей воды",47708278.3,45671680.14,47154487.63,61514419.21,71588023.33,82031174.5,95945710.2,93907324.4,103171362.45,112911142.37,114665155.0,126970629.39
    Северо-Кавказский федеральный округ,"Сбор, очистка и распределение воды",,,,,,6746458.6,7102527.0,7712214.1,7720453.9,8220791.4,9149915.9,9546905.0
    Северо-Кавказский федеральный округ,"            Сбор, очистка и распределение воды",3213716.7,3489667.0,4155663.3,4608148.54,,6746458.6,,7712214.1,,,,
    Северо-Кавказский федеральный округ,"                Сбор, очистка и распределение воды",3213834.7,3517103.1,4181474.5,4608148.54,6128251.1,6365637.6,7102527.0,,,,,
        Республика Дагестан,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2680173.85,2330661.1,2717023.9,2235294.52,2067950.4,2426472.6,2898332.6,3447311.18,3108639.6,3170352.3,3336712.0,3755218.5
        Республика Дагестан,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,10545924.47,11856045.31,15716650.18,16948995.67,19991836.87,16600622.4,24808096.1,27508274.71,30707813.14,26665824.63,23492848.1,32527963.02
        Республика Дагестан,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",4410851.2,5111458.9,5743416.6,8348804.21,11401919.7,14167364.2,14071615.6,12152082.34,14076993.76,14167972.19,14166750.3,18077750.29
        Республика Ингушетия,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,642597.5,559592.3,408838.2,394574.1,380087.3,391561.3,775447.6,1051224.9,1343771.7,1253061.9,1279111.4,1240506.5
        Республика Ингушетия,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,189340.7,328153.34,345548.4,333828.2,401313.3,454633.5,1093731.3,2594190.9,3191379.3,2935893.2,3901113.1,3538796.8
        Республика Ингушетия,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",226565.4,351432.7,390342.8,536031.8,720504.9,1327748.1,1577956.9,1341573.7,1477482.9,1391324.8,1618607.5,2860821.2
        Кабардино-Балкарская Республика,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,74419.9,94296.1,121228.2,118322.0,223612.0,126318.7,109035.8,177163.67,174598.1,172845.0,209184.5,348451.73
        Кабардино-Балкарская Республика,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,9109890.52,9818287.05,11402997.35,16532942.63,17840557.15,22267353.42,27704018.32,34267985.39,24125923.89,29521286.19,37532312.1,32883290.47
        Кабардино-Балкарская Республика,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",2853836.1,3458773.6,4426649.6,5183154.8,6871687.8,8394189.2,10226590.9,8092418.2,7333480.2,7566751.8,8156626.5,8526542.4
        Карачаево-Черкесская Республика,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,543181.1,821689.9,920043.7,1139490.2,1095186.5,1523742.4,1615207.1,1754297.6,1941676.6,1934094.1,2544494.0,2682004.3
        Карачаево-Черкесская Республика,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,7490263.8,7170541.55,9226783.85,11722062.3,11387619.0,17284311.5,23424357.9,34094240.5,37600166.3,29998985.3,28153081.6,30014234.0
        Карачаево-Черкесская Республика,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",3317388.7,3433804.6,3020289.4,3625779.8,4461836.7,5234983.3,5231867.7,5603283.2,6080074.6,5362002.8,5760201.6,5860981.1
        Республика Северная Осетия-Алания,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,144866.4,359906.9,382665.46,367475.89,319371.0,406642.8,326255.7,358323.3,433082.8,547020.4,628014.7,581075.1
        Республика Северная Осетия-Алания,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,14035294.4,17055989.25,20858904.26,17598340.17,11396058.4,14003330.0,15521733.5,15563654.1,16639486.3,16561311.2,22648941.5,18685039.8
        Республика Северная Осетия-Алания,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",2592629.0,3768556.64,4663038.41,3485766.24,6684634.4,4852638.8,7129438.6,6555010.2,7073913.2,7556213.3,5528838.5,6554979.7
        Чеченская Республика,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,5462304.5,4951358.0,4152426.0,4053007.0,4404819.0,4290047.0,4909844.5,5440400.8,4867879.9,5195827.2
        Чеченская Республика,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,854813.6,1199966.6,813141.5,4702942.8,1645992.8,3065028.0,4473359.3,5662105.3,9812068.5,9103532.5
        Чеченская Республика,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,2161115.0,2909136.4,3983713.1,4282645.1,4585151.0,5303630.6,9764590.4,12675610.1,14120409.8,14680405.5
        Ставропольский край,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,4601154.36,6440483.4,4544024.7,6227881.89,5768805.03,6429268.5,6844947.6,8173245.18,8425247.06,9239653.29,8846954.6,9235442.94
        Ставропольский край,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,50335058.22,59746725.51,80039349.71,105509028.4,113179325.0,137541057.21,161181353.5,162288835.56,177175661.27,187870788.33,253762547.5,266028985.19
        Ставропольский край,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",37520842.6,33064756.8,30931110.32,42033894.5,43591977.83,50518064.4,60225616.5,62571540.26,65085281.29,72412058.78,74463636.7,79956054.2
    Приволжский федеральный округ,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,531233787.1,668802826.3,745443619.6,860059944.4,811342212.3,945045787.7,1245955843.7,1355242752.3,1499228252.44,1473180394.38,1726802423.8,1688180708.5
    Приволжский федеральный округ,    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,511276754.3,635804069.7,705246848.9,817097042.4,768108924.3,892455791.8,1184601697.6,1284135181.51,1429861742.74,1398366871.68,1642878743.8,1605338003.31
    Приволжский федеральный округ,"        Добыча каменного угля,бурого угля и торфа",161559.6,224965.3,263664.6,335637.5,407592.1,450247.9,397168.6,496071.02,483365.4,437008.2,627319.6,254834.0
    Приволжский федеральный округ,        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,511115194.7,635579104.4,704983184.3,816761404.9,767701332.2,892005543.9,1184204529.0,1283639110.49,1429378377.34,1397929863.48,1642251424.2,1605083169.31
    Приволжский федеральный округ,        Добыча урановой и ториевой руд,,,,,,0.0,0.0,0.0,,,,
    Приволжский федеральный округ,"    Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ",19957032.83,32998756.58,40196770.7,42962902.0,43233288.04,52589996.9,61354146.1,71107570.79,69366509.7,74813522.7,83923680.0,82842705.19
    Приволжский федеральный округ,        Добыча металлических руд,12307909.0,22287408.7,25837899.59,25494350.6,26699248.5,33789083.9,37838164.9,40282904.9,38874838.1,41083040.2,50987034.7,48665140.2
    Приволжский федеральный округ,        Добыча прочих полезных ископаемых,7649123.83,10711347.88,14358871.11,17468551.4,16534039.54,18800912.0,23515981.2,30824665.89,30491671.6,33730482.5,32936645.3,34177564.99
    Приволжский федеральный округ,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,2120016469.0,2582668224.0,3181616229.0,3885409069.0,3142023235.0,4137162268.07,5163857428.71,5687482404.9,5895090265.42,6318146146.2,7232907306.88,7364795401.32
    Приволжский федеральный округ,"    Подраздел DA ПРОИЗВОДСТВО ПИЩЕВЫХ ПРОДУКТОВ, ВКЛЮЧАЯ НАПИТКИ, И ТАБАКА",226391146.4,266735578.5,330128220.9,413619227.7,425352595.9,476229223.2,536117033.22,601186316.61,671541353.94,758438593.3,934038311.0,1029301832.98
    Приволжский федеральный округ,"        Производство пищевых продуктов, включая напитки",221287286.8,261131836.5,324853220.9,407926452.7,416864520.7,466835355.5,534511306.92,586489103.61,657402688.94,746402138.4,919404173.6,1012472259.98
    Приволжский федеральный округ,        Производство табачных изделий,5103859.6,5603742.0,5275000.0,5692775.0,8488075.2,9393867.7,1605726.3,14697213.0,14138665.0,12036454.9,14634137.4,16829573.0
    Приволжский федеральный округ,    Подраздел DB ТЕКСТИЛЬНОЕ И ШВЕЙНОЕ ПРОИЗВОДСТВО,19783401.91,22560345.81,27167925.8,29425511.28,25833178.5,30556902.2,35875076.14,36856980.16,39183062.11,39389664.35,51660753.36,49380048.02
    Приволжский федеральный округ,        Текстильное производство,10449769.88,12233180.55,14396497.4,15352900.85,12503456.29,15119800.2,21270746.17,19583619.9,20320318.25,20740612.27,26079470.71,27091584.92
    Приволжский федеральный округ,        Производство одежды; выделка и крашение меха,9333632.02,10327165.25,12771428.4,14072610.43,13329722.21,15437105.0,14604329.97,17273360.26,18862743.86,18649052.08,25581282.65,22288463.1
    Приволжский федеральный округ,"    Подраздел DC ПРОИЗВОДСТВО КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ И ПРОИЗВОДСТВО ОБУВИ",3419222.1,3861992.93,5159626.75,6634754.88,6809130.08,7674202.5,8480058.98,8173362.03,8056267.95,8456763.07,11363142.4,10214807.38
    Приволжский федеральный округ,"        Производство кожи, изделий из кожи и производство обуви",3419222.45,3861992.63,5159626.75,6634754.88,6809130.08,7674202.5,8480058.98,8173362.03,8056267.95,8456763.07,11363142.4,10214807.38
    Приволжский федеральный округ,    Подраздел DD ОБРАБОТКА ДРЕВЕСИНЫ И ПРОИЗВОДСТВО ИЗДЕЛИЙ  ИЗ ДЕРЕВА,26951641.95,22930459.83,31599280.67,39441128.24,34355660.34,41307903.5,44735214.93,50585545.53,54670799.72,62981564.25,80331096.1,84556436.28
    Приволжский федеральный округ,"        Обработка древесины и производство изделий из дерева и пробки, кроме мебели",26951641.83,22930459.93,31599280.67,39441128.24,34355660.34,41307903.5,44735214.93,50585545.53,54670799.72,62981564.25,80331096.1,84556436.28
    Приволжский федеральный округ,    Подраздел DE ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ПРОИЗВОДСТВО;  ИЗДАТЕЛЬСКАЯ И ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,48515268.74,52173161.09,66942095.24,76125994.59,74620471.1,85332615.45,97116505.0,102827124.18,107249583.41,115688254.78,141946343.2,152276755.75
    Приволжский федеральный округ,"        Производство целлюлозы, древесной массы, бумаги, картона и изделий из них",30305568.51,32730814.15,38287332.01,43240700.02,43446822.27,50071968.8,59212394.6,58533430.88,60985829.35,69767406.65,93115860.4,104440665.43
    Приволжский федеральный округ,"        Издательская и полиграфическая деятельность, тиражирование записанных носителей информации",18209700.23,19442346.94,28654763.23,32885294.57,31173648.83,35260646.65,37904110.4,44293693.3,46263754.06,45920848.13,48830482.8,47836090.32
    Приволжский федеральный округ,    Подраздел DG ХИМИЧЕСКОЕ ПРОИЗВОДСТВО,269959919.7,311125028.3,385108323.0,549192492.0,433298746.2,590682199.1,827088088.77,869974056.77,831538259.5,925256191.83,1163299580.9,1128366548.23
    Приволжский федеральный округ,        Химическое производство,269959920.0,311125028.3,385108323.0,549192492.0,433298746.2,590682199.1,827088088.77,869974056.77,831538259.5,925256191.83,1163299580.9,1128366548.23
    Приволжский федеральный округ,    Подраздел DH ПРОИЗВОДСТВО РЕЗИНОВЫХ И ПЛАСТМАССОВЫХ ИЗДЕЛИЙ,64769645.05,90363875.86,117707671.9,115907079.7,99872730.54,144158994.3,157268781.1,167713003.13,170405189.91,174379283.65,219310009.41,214717398.59
    Приволжский федеральный округ,        Производство резиновых и пластмассовых изделий,64769645.05,90363876.16,117707671.9,115907079.7,99872730.54,144158994.3,157268781.1,167713003.13,170405189.91,174379283.65,219310009.41,214717398.59
    Приволжский федеральный округ,    Подраздел DI ПРОИЗВОДСТВО ПРОЧИХ НЕМЕТАЛЛИЧЕСКИХ МИНЕРАЛЬНЫХ ПРОДУКТОВ,73268955.84,92550994.24,142231438.6,183118483.9,120435740.8,139035543.6,176009768.67,213719985.8,227899501.2,247350439.05,262185278.9,240773598.35
    Приволжский федеральный округ,        Производство прочих неметаллических минеральных продуктов,73268955.84,92550994.24,142231438.6,183118483.9,120435740.8,139035543.6,176009768.67,213719985.8,227899501.2,247350439.05,262185278.9,240773598.35
    Приволжский федеральный округ,    Подраздел DJ МЕТАЛЛУРГИЧЕСКОЕ ПРОИЗВОДСТВО И  ПРОИЗВОДСТВО ГОТОВЫХ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ,221955948.9,286459766.3,355552768.4,413281587.4,335485651.6,474829139.2,534674684.47,512635019.97,490443522.9,543938602.97,700082977.12,706496795.88
    Приволжский федеральный округ,        Металлургическое производство,165190484.9,212776688.6,257016651.5,287778311.2,234134442.4,328339037.2,365655220.77,331399230.67,305191802.85,343530736.16,430802950.9,440225335.54
    Приволжский федеральный округ,        Производство готовых металлических изделий,56765463.97,73683077.67,98536116.9,125503276.2,101351209.2,146490101.0,169019463.7,181235789.3,185251720.05,200407866.81,269280026.22,266271460.34
