region,total,18_30,31_40,41_50,51_60,60_,date
Республика Алтай,21614.0,950.0,1712.0,2094.0,3683.0,13175.0,2019-07-01
Республика Тыва,20846.0,1929.0,2884.0,4214.0,5089.0,6730.0,2019-07-01
Республика Хакасия,27531.0,1498.0,2759.0,2973.0,4647.0,15654.0,2019-07-01
Алтайский край,175039.0,7402.0,13515.0,15204.0,25923.0,112995.0,2019-07-01
Кемеровская область,221318.0,9676.0,17325.0,21240.0,38862.0,134215.0,2019-07-01
Новосибирская область,183417.0,8231.0,14706.0,17514.0,30405.0,112561.0,2019-07-01
Омская область,126089.0,5854.0,10165.0,12084.0,21831.0,76155.0,2019-07-01
Томская область,55419.0,3022.0,5104.0,5710.0,9068.0,32515.0,2019-07-01
Красноярский край,180464.0,9943.0,16012.0,18952.0,32344.0,103213.0,2019-07-01
Иркутская область,210300.0,13656.0,20408.0,22101.0,35450.0,118685.0,2019-07-01
Дальневосточный федеральный округ,504251.0,28389.0,46227.0,55449.0,84810.0,289376.0,2019-07-01
Республика Бурятия,74521.0,4323.0,7369.0,8123.0,13519.0,41187.0,2019-07-01
Забайкальский край,78742.0,4508.0,7233.0,7988.0,12314.0,46699.0,2019-07-01
Хабаровский край,67676.0,3457.0,5715.0,7408.0,10153.0,40943.0,2019-07-01
Амурская область,65496.0,3218.0,5357.0,6240.0,10679.0,40002.0,2019-07-01
Камчатский край,13738.0,837.0,1220.0,1565.0,2295.0,7821.0,2019-07-01
Магаданская область,5016.0,345.0,588.0,673.0,981.0,2429.0,2019-07-01
Сахалинская область,21552.0,1363.0,2167.0,2681.0,3385.0,11956.0,2019-07-01
Еврейская автономная область,12646.0,690.0,1201.0,1290.0,1844.0,7621.0,2019-07-01
Чукотский автономный округ,1642.0,178.0,226.0,276.0,392.0,570.0,2019-07-01
Республика Саха (Якутия),53318.0,4160.0,5577.0,7032.0,11757.0,24792.0,2019-07-01
Приморский край,109904.0,5310.0,9574.0,12173.0,17491.0,65356.0,2019-07-01
г. Байконур,1097.0,136.0,121.0,192.0,346.0,302.0,2019-07-01
Российская Федерация,11279992.0,490724.0,791127.0,1044544.0,1908023.0,7045574.0,2019-08-01
Центральный федеральный округ,3274735.0,104044.0,175004.0,253609.0,523106.0,2218972.0,2019-08-01
Белгородская область,203428.0,5208.0,9809.0,15201.0,31867.0,141343.0,2019-08-01
Брянская область,107303.0,3579.0,6425.0,9853.0,19193.0,68253.0,2019-08-01
Владимирская область,124736.0,3773.0,6767.0,9444.0,19540.0,85212.0,2019-08-01
Воронежская область,217639.0,6856.0,11945.0,17922.0,40446.0,140470.0,2019-08-01
Ивановская область,78453.0,2668.0,4574.0,6329.0,11847.0,53035.0,2019-08-01
Калужская область,77331.0,3012.0,4910.0,6449.0,12670.0,50290.0,2019-08-01
Костромская область,59543.0,2011.0,3763.0,4713.0,10272.0,38784.0,2019-08-01
Курская область,119346.0,4876.0,8622.0,13519.0,25739.0,66590.0,2019-08-01
Липецкая область,117274.0,3739.0,6676.0,9750.0,20745.0,76364.0,2019-08-01
Орловская область,61396.0,2379.0,3701.0,5335.0,10392.0,39589.0,2019-08-01
Рязанская область,131781.0,3752.0,6380.0,9393.0,21162.0,91094.0,2019-08-01
Смоленская область,75142.0,2889.0,5284.0,6969.0,13262.0,46738.0,2019-08-01
Тамбовская область,109924.0,2993.0,5894.0,9750.0,19291.0,71996.0,2019-08-01
Тверская область,97550.0,3679.0,6215.0,8258.0,16675.0,62723.0,2019-08-01
Тульская область,147357.0,5044.0,8933.0,14022.0,25958.0,93400.0,2019-08-01
Ярославская область,102136.0,2650.0,5064.0,7320.0,14145.0,72957.0,2019-08-01
город Москва,1022460.0,28519.0,43681.0,64144.0,142211.0,743905.0,2019-08-01
Московская область,421936.0,16417.0,26361.0,35238.0,67691.0,276229.0,2019-08-01
Северо-Западный федеральный округ,1230760.0,35698.0,61093.0,80937.0,158419.0,894613.0,2019-08-01
Республика Карелия,61656.0,2003.0,3198.0,4376.0,7814.0,44265.0,2019-08-01
Республика Коми,62267.0,2836.0,5359.0,6372.0,11248.0,36452.0,2019-08-01
Архангельская область,85992.0,2932.0,5144.0,6824.0,12306.0,58786.0,2019-08-01
Ненецкий автономный округ,2927.0,130.0,228.0,294.0,520.0,1755.0,2019-08-01
Вологодская область,95925.0,2785.0,5291.0,7023.0,15181.0,65645.0,2019-08-01
Калининградская область,69418.0,2681.0,4383.0,5774.0,10805.0,45775.0,2019-08-01
город Санкт-Петербург,580492.0,12589.0,20221.0,28158.0,59167.0,460357.0,2019-08-01
Ленинградская область,137240.0,4197.0,7639.0,10076.0,20034.0,95294.0,2019-08-01
Мурманская область,28548.0,1485.0,2411.0,3149.0,4453.0,17050.0,2019-08-01
Новгородская область,58024.0,1925.0,3445.0,4326.0,9066.0,39262.0,2019-08-01
Псковская область,48271.0,2135.0,3774.0,4565.0,7825.0,29972.0,2019-08-01
Северо-Кавказский федеральный округ,906874.0,86365.0,117288.0,155420.0,217194.0,330607.0,2019-08-01
Республика Дагестан,299709.0,36150.0,43669.0,58910.0,79086.0,81894.0,2019-08-01
Республика Ингушетия,56808.0,6531.0,7062.0,12961.0,16549.0,13705.0,2019-08-01
Кабардино-Балкарская Республика,57409.0,3763.0,5073.0,7263.0,14078.0,27232.0,2019-08-01
Карачаево-Черкесская Республика,51167.0,3796.0,4919.0,7642.0,13296.0,21514.0,2019-08-01
Республика Северная Осетия-Алания,65512.0,3116.0,4225.0,7069.0,13965.0,37137.0,2019-08-01
Чеченская Республика,163140.0,23748.0,37736.0,39584.0,35629.0,26443.0,2019-08-01
Ставропольский край,213129.0,9261.0,14604.0,21991.0,44591.0,122682.0,2019-08-01
Южный федеральный округ,1201772.0,51941.0,91103.0,128000.0,233165.0,697563.0,2019-08-01
Республика Адыгея,33292.0,1422.0,2439.0,3698.0,6831.0,18902.0,2019-08-01
Республика Калмыкия,21392.0,1777.0,1947.0,2167.0,4889.0,10612.0,2019-08-01
Республика Крым,124446.0,5104.0,10574.0,15435.0,28076.0,65257.0,2019-08-01
Краснодарский край,431419.0,18287.0,27987.0,40162.0,75214.0,269769.0,2019-08-01
Астраханская область,43652.0,2704.0,3977.0,4752.0,8225.0,23994.0,2019-08-01
Волгоградская область,174413.0,6602.0,11924.0,16685.0,30067.0,109135.0,2019-08-01
Ростовская область,352913.0,15292.0,30738.0,43040.0,76503.0,187340.0,2019-08-01
город Севастополь,20245.0,753.0,1517.0,2061.0,3360.0,12554.0,2019-08-01
Приволжский федеральный округ,2209450.0,85930.0,137626.0,180111.0,366545.0,1439238.0,2019-08-01
Республика Башкортостан,252812.0,11122.0,16549.0,20242.0,42070.0,162829.0,2019-08-01
Республика Марий Эл,62801.0,2667.0,3945.0,4790.0,10552.0,40847.0,2019-08-01
Республика Мордовия,69542.0,2393.0,4006.0,5842.0,13145.0,44156.0,2019-08-01
Республика Татарстан,284077.0,12423.0,18249.0,24616.0,53894.0,174895.0,2019-08-01
Удмуртская Республика,104469.0,4382.0,7813.0,9547.0,18108.0,64619.0,2019-08-01
Чувашская Республика,77999.0,3506.0,5104.0,7081.0,13529.0,48779.0,2019-08-01
Кировская область,122218.0,3534.0,6311.0,7801.0,16688.0,87884.0,2019-08-01
Нижегородская область,288627.0,9431.0,14340.0,19531.0,40558.0,204767.0,2019-08-01
Оренбургская область,188667.0,6635.0,10543.0,13384.0,29083.0,129022.0,2019-08-01
Пензенская область,96428.0,3328.0,5670.0,8082.0,16067.0,63281.0,2019-08-01
Пермский край,202807.0,7972.0,13506.0,16269.0,28566.0,136494.0,2019-08-01
Самарская область,210843.0,8161.0,14448.0,20183.0,38663.0,129388.0,2019-08-01
Саратовская область,136704.0,6130.0,10083.0,13568.0,25242.0,81681.0,2019-08-01
Ульяновская область,111456.0,4246.0,7059.0,9175.0,20380.0,70596.0,2019-08-01
Уральский федеральный округ,727369.0,36468.0,58118.0,68186.0,117908.0,446689.0,2019-08-01
Курганская область,73103.0,2945.0,4961.0,6332.0,12027.0,46838.0,2019-08-01
Свердловская область,273644.0,12978.0,22746.0,26676.0,42065.0,169179.0,2019-08-01
Тюменская область,93546.0,4727.0,7574.0,8032.0,14961.0,58252.0,2019-08-01
Ханты-Мансийский автономный округ,52701.0,3918.0,5779.0,6541.0,11362.0,25101.0,2019-08-01
Ямало-Ненецкий автономный округ,13551.0,1207.0,1433.0,1728.0,3229.0,5954.0,2019-08-01
Челябинская область,220824.0,10693.0,15625.0,18877.0,34264.0,141365.0,2019-08-01
Сибирский федеральный округ,1223688.0,61883.0,104609.0,122572.0,206834.0,727790.0,2019-08-01
Республика Алтай,21604.0,941.0,1714.0,2101.0,3662.0,13186.0,2019-08-01
Республика Тыва,20839.0,1921.0,2869.0,4206.0,5093.0,6750.0,2019-08-01
Республика Хакасия,27546.0,1484.0,2769.0,2981.0,4624.0,15688.0,2019-08-01
Алтайский край,175008.0,7352.0,13476.0,15270.0,25812.0,113098.0,2019-08-01
Кемеровская область,221317.0,9609.0,17290.0,21289.0,38643.0,134486.0,2019-08-01
Новосибирская область,183756.0,8198.0,14695.0,17568.0,30381.0,112914.0,2019-08-01
Омская область,126188.0,5824.0,10152.0,12128.0,21744.0,76340.0,2019-08-01
Томская область,56138.0,3069.0,5182.0,5850.0,9207.0,32830.0,2019-08-01
Красноярский край,180877.0,9902.0,16016.0,19039.0,32307.0,103613.0,2019-08-01
Иркутская область,210415.0,13583.0,20446.0,22140.0,35361.0,118885.0,2019-08-01
Дальневосточный федеральный округ,504242.0,28262.0,46161.0,55520.0,84503.0,289796.0,2019-08-01
Республика Бурятия,74679.0,4325.0,7358.0,8160.0,13449.0,41387.0,2019-08-01
Забайкальский край,78697.0,4475.0,7228.0,7998.0,12253.0,46743.0,2019-08-01
Хабаровский край,67617.0,3433.0,5701.0,7407.0,10137.0,40939.0,2019-08-01
Амурская область,65406.0,3208.0,5350.0,6238.0,10613.0,39997.0,2019-08-01
Камчатский край,13700.0,835.0,1222.0,1548.0,2280.0,7815.0,2019-08-01
Магаданская область,5034.0,339.0,588.0,677.0,985.0,2445.0,2019-08-01
Сахалинская область,21589.0,1344.0,2174.0,2685.0,3385.0,12001.0,2019-08-01
Еврейская автономная область,12651.0,685.0,1196.0,1300.0,1839.0,7631.0,2019-08-01
Чукотский автономный округ,1643.0,177.0,226.0,271.0,400.0,569.0,2019-08-01
Республика Саха (Якутия),53327.0,4139.0,5560.0,7035.0,11725.0,24868.0,2019-08-01
Приморский край,109899.0,5302.0,9558.0,12201.0,17437.0,65401.0,2019-08-01
г. Байконур,1102.0,133.0,125.0,189.0,349.0,306.0,2019-08-01
Российская Федерация,11266803.0,489851.0,792026.0,1046193.0,1900976.0,7037757.0,2019-09-01
Центральный федеральный округ,3268405.0,103880.0,175057.0,253828.0,520452.0,2215188.0,2019-09-01
Белгородская область,203002.0,5199.0,9790.0,15213.0,31741.0,141059.0,2019-09-01
Брянская область,107079.0,3560.0,6427.0,9823.0,19084.0,68185.0,2019-09-01
Владимирская область,124492.0,3771.0,6745.0,9445.0,19470.0,85061.0,2019-09-01
Воронежская область,217463.0,6852.0,11952.0,17931.0,40238.0,140490.0,2019-09-01
Ивановская область,78231.0,2657.0,4576.0,6326.0,11804.0,52868.0,2019-09-01
Калужская область,77281.0,3019.0,4910.0,6495.0,12587.0,50270.0,2019-09-01
Костромская область,59343.0,2008.0,3750.0,4697.0,10172.0,38716.0,2019-09-01
Курская область,119499.0,4884.0,8604.0,13549.0,25671.0,66791.0,2019-09-01
Липецкая область,117008.0,3712.0,6668.0,9724.0,20611.0,76293.0,2019-09-01
Орловская область,61239.0,2384.0,3709.0,5323.0,10314.0,39509.0,2019-09-01
Рязанская область,131529.0,3726.0,6371.0,9405.0,20995.0,91032.0,2019-09-01
Смоленская область,75044.0,2870.0,5293.0,6968.0,13223.0,46690.0,2019-09-01
Тамбовская область,109688.0,2994.0,5879.0,9760.0,19150.0,71905.0,2019-09-01
Тверская область,97629.0,3680.0,6232.0,8279.0,16701.0,62737.0,2019-09-01
Тульская область,146740.0,5029.0,8910.0,14006.0,25748.0,93047.0,2019-09-01
Ярославская область,101826.0,2650.0,5061.0,7324.0,14114.0,72677.0,2019-09-01
город Москва,1020256.0,28515.0,43826.0,64287.0,141458.0,742170.0,2019-09-01
Московская область,421056.0,16370.0,26354.0,35273.0,67371.0,275688.0,2019-09-01
Северо-Западный федеральный округ,1227172.0,35621.0,61125.0,81110.0,157696.0,891620.0,2019-09-01
Республика Карелия,61558.0,2013.0,3210.0,4394.0,7785.0,44156.0,2019-09-01
Республика Коми,62166.0,2837.0,5354.0,6408.0,11201.0,36366.0,2019-09-01
Архангельская область,85835.0,2921.0,5153.0,6839.0,12247.0,58675.0,2019-09-01
Ненецкий автономный округ,2919.0,127.0,218.0,303.0,517.0,1754.0,2019-09-01
Вологодская область,95446.0,2780.0,5279.0,7026.0,15116.0,65245.0,2019-09-01
Калининградская область,69294.0,2658.0,4395.0,5801.0,10760.0,45680.0,2019-09-01
город Санкт-Петербург,578755.0,12574.0,20294.0,28240.0,58924.0,458723.0,2019-09-01
Ленинградская область,136788.0,4172.0,7601.0,10054.0,19924.0,95037.0,2019-09-01
Мурманская область,28469.0,1491.0,2414.0,3141.0,4440.0,16983.0,2019-09-01
Новгородская область,57727.0,1912.0,3429.0,4333.0,8979.0,39074.0,2019-09-01
Псковская область,48215.0,2136.0,3778.0,4571.0,7803.0,29927.0,2019-09-01
Северо-Кавказский федеральный округ,908542.0,86456.0,117675.0,155651.0,217267.0,331493.0,2019-09-01
Республика Дагестан,301336.0,36270.0,43960.0,59186.0,79368.0,82552.0,2019-09-01
Республика Ингушетия,57011.0,6566.0,7092.0,12936.0,16610.0,13807.0,2019-09-01
Кабардино-Балкарская Республика,57429.0,3757.0,5073.0,7218.0,14108.0,27273.0,2019-09-01
Карачаево-Черкесская Республика,51301.0,3808.0,4949.0,7669.0,13270.0,21605.0,2019-09-01
Республика Северная Осетия-Алания,64800.0,3056.0,4161.0,6943.0,13777.0,36863.0,2019-09-01
Чеченская Республика,163635.0,23750.0,37868.0,39711.0,35731.0,26575.0,2019-09-01
Ставропольский край,213030.0,9249.0,14572.0,21988.0,44403.0,122818.0,2019-09-01
Южный федеральный округ,1201524.0,51739.0,91207.0,128026.0,232608.0,697944.0,2019-09-01
Республика Адыгея,33373.0,1440.0,2446.0,3725.0,6809.0,18953.0,2019-09-01
Республика Калмыкия,21424.0,1777.0,1961.0,2166.0,4876.0,10644.0,2019-09-01
Республика Крым,124209.0,5063.0,10543.0,15397.0,27926.0,65280.0,2019-09-01
Краснодарский край,431747.0,18250.0,28096.0,40278.0,75163.0,269960.0,2019-09-01
Астраханская область,43703.0,2706.0,3985.0,4764.0,8206.0,24042.0,2019-09-01
Волгоградская область,174373.0,6579.0,11939.0,16681.0,30015.0,109159.0,2019-09-01
Ростовская область,352471.0,15160.0,30719.0,42949.0,76267.0,187376.0,2019-09-01
город Севастополь,20224.0,764.0,1518.0,2066.0,3346.0,12530.0,2019-09-01
Приволжский федеральный округ,2205265.0,85578.0,137722.0,180298.0,364698.0,1436969.0,2019-09-01
Республика Башкортостан,252620.0,11095.0,16597.0,20309.0,41905.0,162714.0,2019-09-01
Республика Марий Эл,62701.0,2658.0,3957.0,4789.0,10486.0,40811.0,2019-09-01
Республика Мордовия,69407.0,2375.0,3997.0,5813.0,13066.0,44156.0,2019-09-01
Республика Татарстан,283665.0,12383.0,18250.0,24620.0,53654.0,174758.0,2019-09-01
Удмуртская Республика,104221.0,4355.0,7803.0,9564.0,18005.0,64494.0,2019-09-01
Чувашская Республика,77879.0,3495.0,5108.0,7066.0,13517.0,48693.0,2019-09-01
Кировская область,121745.0,3508.0,6336.0,7806.0,16556.0,87539.0,2019-09-01
Нижегородская область,287926.0,9419.0,14325.0,19601.0,40312.0,204269.0,2019-09-01
Оренбургская область,188257.0,6617.0,10548.0,13383.0,28945.0,128764.0,2019-09-01
Пензенская область,96276.0,3300.0,5694.0,8080.0,15957.0,63245.0,2019-09-01
Пермский край,202198.0,7936.0,13510.0,16306.0,28435.0,136011.0,2019-09-01
Самарская область,210618.0,8122.0,14451.0,20200.0,38446.0,129399.0,2019-09-01
Саратовская область,136576.0,6109.0,10090.0,13579.0,25196.0,81602.0,2019-09-01
Ульяновская область,111176.0,4206.0,7056.0,9182.0,20218.0,70514.0,2019-09-01
Уральский федеральный округ,726966.0,36422.0,58199.0,68385.0,117484.0,446476.0,2019-09-01
Курганская область,73047.0,2934.0,4965.0,6344.0,11982.0,46822.0,2019-09-01
Свердловская область,273483.0,12988.0,22753.0,26791.0,41925.0,169026.0,2019-09-01
Тюменская область,93501.0,4699.0,7591.0,8055.0,14912.0,58244.0,2019-09-01
Ханты-Мансийский автономный округ,52700.0,3909.0,5791.0,6546.0,11318.0,25136.0,2019-09-01
Ямало-Ненецкий автономный округ,13549.0,1205.0,1431.0,1723.0,3224.0,5966.0,2019-09-01
Челябинская область,220686.0,10687.0,15668.0,18926.0,34123.0,141282.0,2019-09-01
Сибирский федеральный округ,1223705.0,61775.0,104828.0,123055.0,206176.0,727871.0,2019-09-01
Республика Алтай,21554.0,928.0,1723.0,2101.0,3629.0,13173.0,2019-09-01
Республика Тыва,20880.0,1916.0,2866.0,4205.0,5117.0,6776.0,2019-09-01
Республика Хакасия,27609.0,1482.0,2761.0,2995.0,4630.0,15741.0,2019-09-01
Алтайский край,174569.0,7324.0,13493.0,15305.0,25683.0,112764.0,2019-09-01
Кемеровская область,221118.0,9553.0,17279.0,21289.0,38378.0,134619.0,2019-09-01
Новосибирская область,183722.0,8189.0,14751.0,17629.0,30330.0,112823.0,2019-09-01
Омская область,126205.0,5830.0,10166.0,12172.0,21653.0,76384.0,2019-09-01
Томская область,56776.0,3107.0,5270.0,6014.0,9350.0,33035.0,2019-09-01
Красноярский край,181164.0,9905.0,16046.0,19154.0,32235.0,103824.0,2019-09-01
Иркутская область,210108.0,13541.0,20473.0,22191.0,35171.0,118732.0,2019-09-01
Дальневосточный федеральный округ,504113.0,28247.0,46086.0,55656.0,84243.0,289881.0,2019-09-01
Республика Бурятия,74755.0,4344.0,7339.0,8192.0,13391.0,41489.0,2019-09-01
Забайкальский край,78597.0,4467.0,7232.0,8014.0,12185.0,46699.0,2019-09-01
Хабаровский край,67473.0,3439.0,5684.0,7390.0,10103.0,40857.0,2019-09-01
Амурская область,65374.0,3215.0,5335.0,6256.0,10580.0,39988.0,2019-09-01
Камчатский край,13694.0,833.0,1212.0,1561.0,2283.0,7805.0,2019-09-01
Магаданская область,5021.0,335.0,587.0,678.0,986.0,2435.0,2019-09-01
Сахалинская область,21642.0,1357.0,2168.0,2694.0,3400.0,12023.0,2019-09-01
Еврейская автономная область,12653.0,684.0,1192.0,1309.0,1829.0,7639.0,2019-09-01
Чукотский автономный округ,1641.0,177.0,224.0,272.0,400.0,568.0,2019-09-01
Республика Саха (Якутия),53376.0,4124.0,5576.0,7018.0,11715.0,24943.0,2019-09-01
Приморский край,109887.0,5272.0,9537.0,12272.0,17371.0,65435.0,2019-09-01
г. Байконур,1111.0,133.0,127.0,184.0,352.0,315.0,2019-09-01
Российская Федерация,11208983.0,488614.0,791702.0,1045972.0,1889576.0,6993119.0,2019-10-01
Центральный федеральный округ,3247336.0,103603.0,174893.0,253535.0,516875.0,2198430.0,2019-10-01
Белгородская область,201458.0,5164.0,9763.0,15184.0,31537.0,139810.0,2019-10-01
Брянская область,106566.0,3547.0,6414.0,9811.0,18963.0,67831.0,2019-10-01
Владимирская область,123749.0,3773.0,6725.0,9428.0,19334.0,84489.0,2019-10-01
Воронежская область,216500.0,6819.0,11948.0,17949.0,39994.0,139790.0,2019-10-01
Ивановская область,77634.0,2651.0,4573.0,6332.0,11724.0,52354.0,2019-10-01
Калужская область,76818.0,3014.0,4889.0,6487.0,12472.0,49956.0,2019-10-01
Костромская область,58926.0,1998.0,3732.0,4699.0,10080.0,38417.0,2019-10-01
Курская область,119117.0,4864.0,8616.0,13532.0,25501.0,66604.0,2019-10-01
Липецкая область,116315.0,3699.0,6662.0,9730.0,20450.0,75774.0,2019-10-01
Орловская область,60791.0,2375.0,3697.0,5305.0,10253.0,39161.0,2019-10-01
Рязанская область,130816.0,3724.0,6367.0,9388.0,20828.0,90509.0,2019-10-01
Смоленская область,74579.0,2849.0,5295.0,6978.0,13147.0,46310.0,2019-10-01
Тамбовская область,108989.0,2994.0,5856.0,9773.0,19018.0,71348.0,2019-10-01
Тверская область,97167.0,3673.0,6228.0,8285.0,16564.0,62417.0,2019-10-01
Тульская область,146210.0,5004.0,8902.0,13953.0,25584.0,92767.0,2019-10-01
Ярославская область,101007.0,2640.0,5054.0,7314.0,14001.0,71998.0,2019-10-01
город Москва,1011758.0,28490.0,43834.0,64103.0,140381.0,734950.0,2019-10-01
Московская область,418936.0,16325.0,26338.0,35284.0,67044.0,273945.0,2019-10-01
Северо-Западный федеральный округ,1219122.0,35495.0,61114.0,81048.0,156505.0,884960.0,2019-10-01
Республика Карелия,61115.0,2010.0,3216.0,4413.0,7732.0,43744.0,2019-10-01
Республика Коми,61862.0,2835.0,5321.0,6397.0,11100.0,36209.0,2019-10-01
Архангельская область,85436.0,2911.0,5171.0,6838.0,12192.0,58324.0,2019-10-01
Ненецкий автономный округ,2921.0,128.0,220.0,305.0,515.0,1753.0,2019-10-01
Вологодская область,94917.0,2779.0,5280.0,7017.0,14990.0,64851.0,2019-10-01
Калининградская область,68950.0,2645.0,4400.0,5797.0,10676.0,45432.0,2019-10-01
город Санкт-Петербург,574756.0,12546.0,20314.0,28282.0,58516.0,455098.0,2019-10-01
Ленинградская область,135855.0,4116.0,7581.0,9989.0,19724.0,94445.0,2019-10-01
Мурманская область,28365.0,1492.0,2423.0,3124.0,4441.0,16885.0,2019-10-01
Новгородская область,57202.0,1893.0,3414.0,4306.0,8887.0,38702.0,2019-10-01
Псковская область,47743.0,2140.0,3774.0,4580.0,7732.0,29517.0,2019-10-01
Северо-Кавказский федеральный округ,907502.0,86564.0,118008.0,155728.0,216771.0,330431.0,2019-10-01
Республика Дагестан,301597.0,36209.0,44066.0,59183.0,79389.0,82750.0,2019-10-01
Республика Ингушетия,57144.0,6582.0,7122.0,12923.0,16632.0,13885.0,2019-10-01
Кабардино-Балкарская Республика,57248.0,3741.0,5103.0,7230.0,14054.0,27120.0,2019-10-01
Карачаево-Черкесская Республика,51186.0,3792.0,4964.0,7651.0,13224.0,21555.0,2019-10-01
Республика Северная Осетия-Алания,63919.0,3006.0,4095.0,6824.0,13542.0,36452.0,2019-10-01
Чеченская Республика,164534.0,23996.0,38122.0,39958.0,35816.0,26642.0,2019-10-01
Ставропольский край,211874.0,9238.0,14536.0,21959.0,44114.0,122027.0,2019-10-01
Южный федеральный округ,1195823.0,51477.0,91005.0,127902.0,231318.0,694121.0,2019-10-01
Республика Адыгея,33160.0,1433.0,2431.0,3701.0,6783.0,18812.0,2019-10-01
Республика Калмыкия,21308.0,1763.0,1965.0,2169.0,4839.0,10572.0,2019-10-01
Республика Крым,123685.0,5039.0,10516.0,15363.0,27755.0,65012.0,2019-10-01
Краснодарский край,429848.0,18218.0,28083.0,40281.0,74751.0,268515.0,2019-10-01
Астраханская область,43540.0,2705.0,3965.0,4771.0,8142.0,23957.0,2019-10-01
Волгоградская область,173373.0,6550.0,11953.0,16683.0,29911.0,108276.0,2019-10-01
Ростовская область,350633.0,15004.0,30580.0,42865.0,75796.0,186388.0,2019-10-01
город Севастополь,20276.0,765.0,1512.0,2069.0,3341.0,12589.0,2019-10-01
Приволжский федеральный округ,2193743.0,85269.0,137611.0,180153.0,362221.0,1428489.0,2019-10-01
Республика Башкортостан,250743.0,11059.0,16595.0,20274.0,41695.0,161120.0,2019-10-01
Республика Марий Эл,62328.0,2642.0,3973.0,4772.0,10403.0,40538.0,2019-10-01
Республика Мордовия,68940.0,2352.0,4002.0,5800.0,12922.0,43864.0,2019-10-01
Республика Татарстан,282444.0,12340.0,18285.0,24613.0,53327.0,173879.0,2019-10-01
Удмуртская Республика,103415.0,4342.0,7753.0,9524.0,17874.0,63922.0,2019-10-01
Чувашская Республика,77405.0,3494.0,5114.0,7048.0,13392.0,48357.0,2019-10-01
Кировская область,121556.0,3516.0,6318.0,7849.0,16399.0,87474.0,2019-10-01
Нижегородская область,286042.0,9387.0,14279.0,19627.0,40000.0,202749.0,2019-10-01
Оренбургская область,187938.0,6609.0,10547.0,13404.0,28786.0,128592.0,2019-10-01
Пензенская область,95893.0,3269.0,5691.0,8083.0,15848.0,63002.0,2019-10-01
Пермский край,201088.0,7895.0,13501.0,16291.0,28256.0,135145.0,2019-10-01
Самарская область,209518.0,8087.0,14439.0,20139.0,38167.0,128686.0,2019-10-01
Саратовская область,135760.0,6084.0,10075.0,13552.0,25055.0,80994.0,2019-10-01
Ульяновская область,110673.0,4193.0,7039.0,9177.0,20097.0,70167.0,2019-10-01
Уральский федеральный округ,723472.0,36337.0,58179.0,68418.0,116752.0,443786.0,2019-10-01
Курганская область,72687.0,2922.0,4947.0,6351.0,11853.0,46614.0,2019-10-01
Свердловская область,272171.0,12966.0,22790.0,26837.0,41695.0,167883.0,2019-10-01
Тюменская область,92969.0,4694.0,7589.0,8039.0,14755.0,57892.0,2019-10-01
Ханты-Мансийский автономный округ,52637.0,3901.0,5786.0,6545.0,11263.0,25142.0,2019-10-01
Ямало-Ненецкий автономный округ,13535.0,1204.0,1430.0,1722.0,3194.0,5985.0,2019-10-01
Челябинская область,219473.0,10650.0,15637.0,18924.0,33992.0,140270.0,2019-10-01
Сибирский федеральный округ,1219078.0,61536.0,104787.0,123312.0,205087.0,724356.0,2019-10-01
Республика Алтай,21378.0,923.0,1712.0,2095.0,3579.0,13069.0,2019-10-01
Республика Тыва,20819.0,1910.0,2870.0,4201.0,5100.0,6738.0,2019-10-01
Республика Хакасия,27470.0,1468.0,2763.0,2998.0,4585.0,15656.0,2019-10-01
Алтайский край,174069.0,7288.0,13484.0,15356.0,25560.0,112381.0,2019-10-01
Кемеровская область,219628.0,9504.0,17208.0,21266.0,38027.0,133623.0,2019-10-01
Новосибирская область,182868.0,8133.0,14722.0,17649.0,30128.0,112236.0,2019-10-01
Омская область,125691.0,5803.0,10177.0,12193.0,21514.0,76004.0,2019-10-01
Томская область,57185.0,3156.0,5315.0,6165.0,9492.0,33057.0,2019-10-01
Красноярский край,180704.0,9874.0,16065.0,19185.0,32115.0,103465.0,2019-10-01
Иркутская область,209266.0,13477.0,20471.0,22204.0,34987.0,118127.0,2019-10-01
Дальневосточный федеральный округ,501789.0,28201.0,45979.0,55687.0,83698.0,288224.0,2019-10-01
Республика Бурятия,74633.0,4313.0,7349.0,8196.0,13352.0,41423.0,2019-10-01
Забайкальский край,78119.0,4473.0,7226.0,8014.0,12091.0,46315.0,2019-10-01
Хабаровский край,66977.0,3428.0,5653.0,7373.0,10004.0,40519.0,2019-10-01
Амурская область,65186.0,3217.0,5316.0,6269.0,10504.0,39880.0,2019-10-01
Камчатский край,13629.0,827.0,1212.0,1556.0,2263.0,7771.0,2019-10-01
Магаданская область,5002.0,330.0,591.0,681.0,978.0,2422.0,2019-10-01
Сахалинская область,21537.0,1360.0,2164.0,2706.0,3360.0,11947.0,2019-10-01
Еврейская автономная область,12605.0,684.0,1186.0,1318.0,1827.0,7590.0,2019-10-01
Чукотский автономный округ,1639.0,177.0,224.0,273.0,399.0,566.0,2019-10-01
Республика Саха (Якутия),53229.0,4124.0,5551.0,7011.0,11676.0,24867.0,2019-10-01
Приморский край,109233.0,5268.0,9507.0,12290.0,17244.0,64924.0,2019-10-01
г. Байконур,1118.0,132.0,126.0,189.0,349.0,322.0,2019-10-01
